Unnamed: 0,d
0,-0.5808292687846087
200,-0.6105008510330902
400,-0.6373657473693767
600,-0.6937130593210006
800,-0.7719115712497331
1000,-0.804447234770238
1200,-0.8041430466645347
1400,-0.7740957338258019
1600,-0.7861477899271463
1800,-0.7651256528969377
2000,-0.7866733341581231
2200,-0.8020628688999277
2400,-0.8165643443821438
2600,-0.8075968005768862
2800,-0.8488654440178808
3000,-0.9338970831362128
3200,-0.9485837304589956
3400,-0.87801388686062
3600,-0.9164128540168196
3800,-0.8710513351691747
4000,-0.8787409098894329
4200,-0.886232971789799
4400,-0.8921138804590877
4600,-0.8896550167806443
4800,-0.914975081997776
5000,-1.0142379727219348
5200,-1.0151248279727487
5400,-0.9804642577401002
5600,-0.973820073251264
5800,-0.9307569831218182
6000,-0.9247179683349684
6200,-0.9356054720811852
6400,-0.944678585751143
6600,-0.9548367760578282
6800,-0.955634852212758
7000,-0.9855330258881706
7200,-1.046082054329337
7400,-1.057306484794319
7600,-0.98045907039903
7800,-1.0061503158751708
8000,-0.9511331264691184
8200,-0.9585106205414458
8400,-0.9654990969222036
8600,-0.97612031405328
8800,-0.9844947335971072
9000,-1.0107804531328588
9200,-1.037619725149481
9400,-1.076566396224648
9600,-1.078857362898192
9800,-1.003714359677826
10000,-1.0224256539230665
10200,-0.9647008904900616
10400,-0.9649021739695132
10600,-0.9645782579464128
10800,-0.9623318985243772
11000,-0.9474728299840292
11200,-0.9452360425242348
11400,-0.946584731962312
11600,-0.9421479038896337
11800,-0.8768729950374546
12000,-0.7405365829242834
12200,-0.6714793923763622
12400,-0.5536904679267862
12600,-0.4960973985205722
12800,-0.4271426121543476
13000,-0.3479800809249603
13200,-0.2823464982973802
13400,-0.2206542824190377
13600,-0.1822410242169242
13800,-0.1410207186074546
14000,-0.0476482140415287
14200,0.0972585370716049
14400,0.2024715492137851
14600,0.3374200099350476
14800,0.4183165444626086
15000,0.500953828846569
15200,0.5907078565712711
15400,0.671323511736851
15600,0.7132679309908321
15800,0.7386508440219846
16000,0.8016166823669477
16200,0.9195833057313476
16400,1.0372205180066385
16600,1.1615350987344897
16800,1.2748019113212057
17000,1.3572661926771772
17200,1.4418404241843654
17400,1.5125058900819648
17600,1.5629811148378083
17800,1.5894669698259258
18000,1.6451494692650996
18200,1.745752807516779
18400,1.9079421353046773
18600,2.039982603627173
18800,2.218809345056622
19000,2.321525577478456
19200,2.4304895976174503
19400,2.516659652175572
19600,2.55502029320655
19800,2.545486880550636
20000,2.5095849380359248
20200,2.519135754597864
20400,2.5762135912856525
